date,open,high,low,close,volume,ticker
2024-11-25,3039.1655214709517,3188.6326782646047,2874.7516489979325,2899.662841796875,218378.0,TECO2_BA
2024-11-26,2889.6983066307107,2979.378598905457,2849.8403989530457,2944.5029296875,206700.0,TECO2_BA
2024-11-27,2999.307489304316,2999.307489304316,2814.9646701942497,2929.55615234375,179668.0,TECO2_BA
2024-11-28,2864.7871751051684,3029.201047763378,2834.8937437127665,2979.378662109375,83433.0,TECO2_BA
2024-11-29,2974.3962462476907,3064.0765350792794,2889.698195684524,3034.18310546875,324096.0,TECO2_BA
2024-12-02,3093.970149955876,3098.9523885226326,2919.5918001193936,2999.3076171875,332560.0,TECO2_BA
2024-12-03,3039.1655281389963,3163.721492406988,2914.6095638710044,3059.094482421875,768474.0,TECO2_BA
2024-12-04,3064.076651422088,3088.9878437100724,2849.840397745422,2924.573974609375,386288.0,TECO2_BA
2024-12-05,2889.6982487416108,2999.307492659396,2829.9113884228186,2969.4140625,229423.0,TECO2_BA
2024-12-06,3009.2720909769623,3064.076715150384,2859.8049341403585,2919.591796875,242240.0,TECO2_BA
2024-12-09,2924.5740386861503,3138.810297056686,2849.8404601848006,2999.3076171875,275006.0,TECO2_BA
2024-12-10,3009.2718973407714,3039.1653267845536,2809.9823677155546,2874.75146484375,166600.0,TECO2_BA
2024-12-11,2879.7338321029843,3009.27203216298,2849.8404013199083,2984.36083984375,159478.0,TECO2_BA
2024-12-12,2914.6094405411072,3074.0410680578857,2914.6094405411072,2969.4140625,320899.0,TECO2_BA
2024-12-13,2969.4141841593014,3084.005671131892,2899.6628442629417,2959.44970703125,499960.0,TECO2_BA
2024-12-16,2979.3786117433565,3218.526058839813,2979.3786117433565,3163.721435546875,355367.0,TECO2_BA
2024-12-17,3278.3128495649858,3313.188518177379,3029.2009309050327,3069.058837890625,806411.0,TECO2_BA
2024-12-18,3098.95219017094,3138.810096153846,2889.698183760684,2914.609375,390112.0,TECO2_BA
2024-12-19,2919.5916597670403,3088.9877628934555,2720.30212667714,2750.195556640625,504140.0,TECO2_BA
2024-12-20,2720.3022495690616,2809.9825435108987,2660.51538694117,2800.01806640625,297337.0,TECO2_BA
2024-12-23,2809.982485154882,2864.7871080923,2730.266669973183,2844.858154296875,119756.0,TECO2_BA
2024-12-24,2884.7160004302336,2909.6271921437938,2700.3731817498906,2849.84033203125,195898.0,TECO2_BA
2024-12-26,2839.8759853102097,3084.005675275473,2824.9292695980507,3059.094482421875,680279.0,TECO2_BA
2024-12-27,3098.95233300314,3178.668148643092,2974.396371065715,3123.863525390625,277939.0,TECO2_BA
2024-12-30,3143.7925381241093,3238.455070967783,2974.3964267196407,3059.094482421875,319028.0,TECO2_BA
2025-01-02,3088.987917734621,3253.401790775335,3019.2365776567426,3158.7392578125,627176.0,TECO2_BA
2025-01-03,3218.5259539154818,3397.8865333906483,3088.987757627862,3372.975341796875,414489.0,TECO2_BA
2025-01-06,3412.833370203055,3562.3005251024592,3328.13531576006,3343.08203125,1157434.0,TECO2_BA
2025-01-07,3338.099735035616,3686.85642377068,3243.437205236098,3387.922119140625,653652.0,TECO2_BA
2025-01-08,3407.851128307568,3557.3182830579003,3153.756965232004,3283.295166015625,1564952.0,TECO2_BA
2025-01-09,3283.295103863972,3363.0109182218225,3208.561527903487,3268.348388671875,98966.0,TECO2_BA
2025-01-10,3273.3306240505644,3308.2062927999614,3103.934518696349,3228.490478515625,248765.0,TECO2_BA
2025-01-13,3228.4905929815573,3263.366262967469,3009.272095927254,3039.16552734375,325111.0,TECO2_BA
2025-01-14,3098.952216658899,3203.5792207583154,2989.3429742690346,3173.685791015625,381865.0,TECO2_BA
2025-01-15,3183.650257673217,3258.3838317970017,3034.183109425648,3074.041015625,280466.0,TECO2_BA
2025-01-16,3074.0410032738723,3138.810100587584,2929.5560938817453,2954.46728515625,170195.0,TECO2_BA
2025-01-17,2949.485226535467,2999.3076121188365,2829.9115011353806,2879.73388671875,327101.0,TECO2_BA
2025-01-20,2889.698309030676,2989.343078307596,2839.8759243922163,2984.36083984375,99395.0,TECO2_BA
2025-01-21,2979.3784784927243,3029.2008610762146,2839.875807258951,2974.396240234375,341932.0,TECO2_BA
2025-01-22,3039.165467797256,3079.0233755716463,2939.5206983612807,3064.07666015625,245741.0,TECO2_BA
2025-01-23,3108.9168039538717,3108.9168039538717,2939.5206960461283,3024.21875,74544.0,TECO2_BA
2025-01-24,3064.076650105864,3079.023365472234,2809.982488877573,2904.64501953125,220911.0,TECO2_BA
2025-01-27,2909.627193874783,2909.627193874783,2780.088996887207,2869.769287109375,872130.0,TECO2_BA
2025-01-28,2889.698185815472,2954.467283083749,2790.053420787352,2934.538330078125,515223.0,TECO2_BA
2025-01-29,2864.787056942114,2974.3963008598994,2859.8048185822145,2969.4140625,264221.0,TECO2_BA
2025-01-30,2989.3430807248765,3064.076657742998,2939.5206960461283,3024.21875,218473.0,TECO2_BA
2025-01-31,3088.9878423831474,3088.9878423831474,2869.769350343053,2904.64501953125,114775.0,TECO2_BA
2025-02-03,2889.6982370296,2904.644952048718,2750.1955635178256,2829.911376953125,113881.0,TECO2_BA
2025-02-04,2839.875855345826,2919.5916688292177,2839.875855345826,2849.84033203125,36146.0,TECO2_BA
2025-02-05,2934.538321556637,2939.520559793576,2824.929080343996,2854.822509765625,306750.0,TECO2_BA
2025-02-06,2849.840392745731,2899.6627772342927,2805.0002467060253,2844.858154296875,242438.0,TECO2_BA
2025-02-07,2894.680471801758,2909.6271868024555,2720.302130126953,2790.053466796875,175979.0,TECO2_BA
2025-02-10,2800.018064643502,2869.76940433213,2710.337770758123,2760.16015625,86828.0,TECO2_BA
2025-02-11,2700.3732188723093,2755.177841395548,2530.9771128913894,2545.923828125,348759.0,TECO2_BA
2025-02-12,2570.8349646648376,2665.497492433504,2456.243483681715,2610.69287109375,287838.0,TECO2_BA
2025-02-13,2590.7639233034047,2690.408689584305,2555.8882551050897,2670.479736328125,171379.0,TECO2_BA
2025-02-14,2670.479797021028,2735.2488965756424,2600.7284590391355,2665.49755859375,122297.0,TECO2_BA
2025-02-17,2540.941586807281,2625.639639700857,2476.172487535723,2506.06591796875,236142.0,TECO2_BA
2025-02-18,2511.048059682377,2780.088923219774,2511.048059682377,2735.248779296875,305861.0,TECO2_BA
2025-02-19,2780.0889403036253,2919.591611143234,2685.4264136624624,2894.680419921875,153026.0,TECO2_BA
2025-02-20,2889.6983054061966,2954.467405354956,2814.9647285422434,2924.573974609375,201169.0,TECO2_BA
2025-02-21,2979.3785910631614,3009.2720217427245,2814.964722325562,2824.92919921875,144793.0,TECO2_BA
2025-02-24,2839.8758012820517,2999.3074252136757,2790.0534188034185,2914.609375,502556.0,TECO2_BA
2025-02-25,2994.3252475080817,3098.952252828664,2849.840335398707,2889.6982421875,1005919.0,TECO2_BA
2025-02-26,2884.715991476308,2939.5206130760303,2720.30212667714,2750.195556640625,509890.0,TECO2_BA
2025-02-27,2740.231012989545,2824.929062481949,2590.763866826479,2695.390869140625,307008.0,TECO2_BA
2025-02-28,2695.390869140625,2790.0533950439003,2565.8526757993013,2695.390869140625,307069.0,TECO2_BA
2025-03-05,2685.4265797027915,2829.911497720196,2575.817331551657,2800.01806640625,151393.0,TECO2_BA
2025-03-06,2869.769341216216,2869.769341216216,2720.302188027872,2765.142333984375,98235.0,TECO2_BA
2025-03-07,2730.2667240767046,2834.8937335759942,2615.675237482244,2740.231201171875,151999.0,TECO2_BA
2025-03-10,2740.2310059516776,2740.2310059516776,2565.8526692092983,2635.60400390625,79898.0,TECO2_BA
2025-03-11,2600.7285183681533,2690.4088121049863,2585.781802745348,2660.515380859375,82484.0,TECO2_BA
2025-03-12,2680.444216559915,2785.071221295525,2670.479739918428,2710.337646484375,124050.0,TECO2_BA
2025-03-13,2705.3554631908205,2755.1778474116463,2615.675171593335,2625.6396484375,82850.0,TECO2_BA
2025-03-14,2690.4086949703465,2740.2310782105383,2645.568550054174,2730.2666015625,97588.0,TECO2_BA
2025-03-17,2780.0889254633817,2829.9113076401445,2735.2487815042946,2755.177734375,164018.0,TECO2_BA
2025-03-18,2730.266596096665,2750.1955493528453,2655.53302138599,2670.479736328125,80792.0,TECO2_BA
2025-03-19,2720.302066851266,2785.071163681058,2670.4796846745026,2755.177734375,82525.0,TECO2_BA
2025-03-20,2790.053527504472,2819.946958156306,2725.284427758833,2785.0712890625,64331.0,TECO2_BA
2025-03-21,2725.284491410305,2879.73388671875,2725.284491410305,2879.73388671875,47085.0,TECO2_BA
2025-03-25,2780.0890493032093,2839.8759105785475,2720.302188027872,2765.142333984375,335495.0,TECO2_BA
2025-03-26,2720.30212667714,2819.9468932220902,2705.3554116953974,2750.195556640625,129418.0,TECO2_BA
2025-03-27,2755.1777931825955,2819.946891394845,2700.3731716183847,2730.2666015625,145488.0,TECO2_BA
2025-03-28,2735.248777057053,2765.142206314507,2665.497442122993,2715.31982421875,115360.0,TECO2_BA
2025-03-31,2690.4088121049863,2690.4088121049863,2605.710756909089,2660.515380859375,124568.0,TECO2_BA
2025-04-01,2635.604132001971,2760.1600928716293,2630.6218935671845,2725.284423828125,155742.0,TECO2_BA
2025-04-03,2710.337648266423,2740.2310782105383,2630.621835082117,2730.2666015625,216873.0,TECO2_BA
2025-04-04,2670.479854156612,2670.479854156612,2501.0837440048863,2580.799560546875,178898.0,TECO2_BA
2025-04-07,2461.2257165908813,2770.124490737915,2456.2434782981877,2550.906005859375,435402.0,TECO2_BA
2025-04-08,2630.621885456501,2690.408746489604,2535.9593554874223,2605.710693359375,275458.0,TECO2_BA
2025-04-09,2615.6750724269555,2839.8757929206945,2411.403304865993,2834.8935546875,186913.0,TECO2_BA
2025-04-10,2750.195616002057,2814.964715654279,2590.763986088894,2725.284423828125,160211.0,TECO2_BA
2025-04-11,2819.946913248698,3004.289732666016,2750.195576171875,2989.343017578125,673589.0,TECO2_BA
2025-04-14,3088.987766810826,3088.987766810826,2640.5863167899,2790.053466796875,692222.0,TECO2_BA
2025-04-15,2819.947015131273,2819.947015131273,2670.4798588522303,2680.4443359375,128455.0,TECO2_BA
2025-04-16,2700.373217340052,2725.284409381934,2496.101442596616,2525.994873046875,104671.0,TECO2_BA
2025-04-21,2590.7640239404504,2590.7640239404504,2286.8474749782054,2321.72314453125,64627.0,TECO2_BA
2025-04-22,2321.7230869654604,2416.385616262336,2321.7230869654604,2366.563232421875,203244.0,TECO2_BA
2025-04-23,2391.4743731098797,2506.065853488061,2391.4743731098797,2471.190185546875,202674.0,TECO2_BA
2025-04-24,2511.048213252315,2530.977167325746,2401.438965848444,2421.367919921875,192774.0,TECO2_BA
2025-04-25,2471.1903640184382,2471.1903640184382,2286.847534444482,2296.81201171875,841630.0,TECO2_BA
2025-04-28,2291.829774120469,2351.616637793177,2251.9718650053305,2336.669921875,359444.0,TECO2_BA
2025-04-29,2386.4921827949343,2401.4388979272617,2316.74084551074,2326.705322265625,78714.0,TECO2_BA
2025-04-30,2326.7053190742445,2326.7053190742445,2251.9717435151147,2286.847412109375,89109.0,TECO2_BA
2025-05-05,2222.078431118929,2291.829772006071,2142.3626129621966,2256.9541015625,235581.0,TECO2_BA
2025-05-06,2271.9006985691144,2321.723082309665,2212.1138380804537,2306.7763671875,542920.0,TECO2_BA
2025-05-07,2306.7764290085165,2336.6698600539835,2242.0073284100054,2321.72314453125,205098.0,TECO2_BA
2025-05-08,2341.6519764957266,2391.474358974359,2261.9361645299145,2331.6875,434281.0,TECO2_BA
2025-05-09,2361.581056713563,2451.261350006484,2341.6521026484697,2401.43896484375,235960.0,TECO2_BA
2025-05-12,2406.421265886473,2476.1726069266606,2361.581118074924,2456.24365234375,358100.0,TECO2_BA
2025-05-13,2461.22589291196,2545.9239499554888,2406.4212677661467,2535.95947265625,166812.0,TECO2_BA
