date,open,high,low,close,volume,ticker
2024-11-25,86.52999877929688,86.91000366210938,81.75,82.62999725341797,522700.0,PAM
2024-11-26,82.7300033569336,85.0199966430664,82.7300033569336,83.93000030517578,360300.0,PAM
2024-11-27,84.48999786376953,84.93000030517578,82.7699966430664,84.19999694824219,213400.0,PAM
2024-11-29,84.58999633789062,86.22000122070312,83.12999725341797,85.58999633789062,289300.0,PAM
2024-12-02,89.4000015258789,89.69000244140625,85.08999633789062,86.93000030517578,428300.0,PAM
2024-12-03,88.9000015258789,90.4000015258789,86.94999694824219,87.0999984741211,257100.0,PAM
2024-12-04,87.56999969482422,87.95999908447266,84.13999938964844,86.05999755859375,248700.0,PAM
2024-12-05,84.5,88.37999725341797,84.30000305175781,87.0199966430664,285700.0,PAM
2024-12-06,87.11000061035156,87.77999877929688,84.5,87.41999816894531,193500.0,PAM
2024-12-09,88.08000183105469,90.31999969482422,87.0,87.86000061035156,198100.0,PAM
2024-12-10,88.77999877929688,89.9000015258789,85.69000244140625,86.7300033569336,187900.0,PAM
2024-12-11,87.0,91.12000274658205,85.0,90.51000213623048,418000.0,PAM
2024-12-12,90.51000213623048,91.37999725341795,88.5199966430664,89.66000366210938,290800.0,PAM
2024-12-13,89.80000305175781,91.0500030517578,88.43000030517578,89.38999938964844,218500.0,PAM
2024-12-16,90.55999755859376,93.11000061035156,89.66000366210938,91.79000091552734,341100.0,PAM
2024-12-17,91.5,92.37000274658205,89.5,90.69000244140624,225200.0,PAM
2024-12-18,90.68000030517578,91.6999969482422,85.61000061035156,85.6500015258789,271900.0,PAM
2024-12-19,86.72000122070312,89.30000305175781,84.70999908447266,84.97000122070312,496100.0,PAM
2024-12-20,83.54000091552734,86.95999908447266,82.26000213623047,85.91999816894531,221400.0,PAM
2024-12-23,87.31999969482422,88.70999908447266,84.5,86.66999816894531,157900.0,PAM
2024-12-24,87.12999725341797,88.62999725341797,87.11000061035156,88.20999908447266,42600.0,PAM
2024-12-26,87.97000122070312,89.80000305175781,87.66999816894531,88.11000061035156,177200.0,PAM
2024-12-27,87.62000274658203,89.01000213623047,87.05000305175781,88.38999938964844,156900.0,PAM
2024-12-30,87.80000305175781,88.44000244140625,86.7300033569336,87.76000213623047,161800.0,PAM
2024-12-31,87.51000213623047,89.66999816894531,87.19000244140625,87.94000244140625,97100.0,PAM
2025-01-02,89.08000183105469,95.0199966430664,88.20999908447266,93.05999755859376,411400.0,PAM
2025-01-03,94.0,94.52999877929688,90.36000061035156,93.54000091552734,301100.0,PAM
2025-01-06,95.19000244140624,97.0,92.91999816894533,94.13999938964844,300000.0,PAM
2025-01-07,94.93000030517578,97.5500030517578,93.29000091552734,94.77999877929688,297200.0,PAM
2025-01-08,94.3000030517578,95.01000213623048,89.51000213623047,92.68000030517578,328200.0,PAM
2025-01-10,95.95999908447266,96.9000015258789,92.41999816894533,94.87999725341795,269800.0,PAM
2025-01-13,94.36000061035156,94.36000061035156,88.95999908447266,89.58000183105469,211500.0,PAM
2025-01-14,90.9000015258789,93.91000366210938,90.58000183105467,93.22000122070312,198800.0,PAM
2025-01-15,95.0199966430664,96.97000122070312,91.56999969482422,92.41999816894533,240400.0,PAM
2025-01-16,92.3499984741211,93.26000213623048,89.01000213623047,89.01000213623047,151400.0,PAM
2025-01-17,89.54000091552734,90.31999969482422,85.02999877929688,86.01000213623047,316400.0,PAM
2025-01-21,85.68000030517578,89.45999908447266,84.0,89.11000061035156,577400.0,PAM
