ticker,method,n_trades_total,win_rate_total,cumulative_return_total,max_drawdown_total,n_trades_is,win_rate_is,cumulative_return_is,max_drawdown_is,n_trades_oos,win_rate_oos,cumulative_return_oos,max_drawdown_oos,n_confirmed,n_not_confirmed,cumulative_confirmed,cumulative_not_confirmed
TECO2_BA,EMA_12_26,42,0.38095238095238093,1.8331085247801142,-0.34946253598509097,30,0.4,0.867351846002554,-0.3167493216902611,12,0.3333333333333333,0.5171798131374965,-0.22087156494318233,23,19,0.877631389080274,0.5088736486067504
TECO2_BA,SMA_10_50_100,25,0.48,1.8077717542999934,-0.28309236947791155,19,0.47368421052631576,1.2577141935518386,-0.28309236947791155,6,0.5,0.24363471794576586,-0.20320383877134032,15,10,0.9690476281393663,0.42595420962629227
TECO2_BA,B&H,1,1.0,17.43736842105263,0.0,1,1.0,8.516315789473685,0.0,1,1.0,0.9758356940509916,0.0,0,0,,
TECO2_MEP,HMA16,73,0.2876712328767123,-0.18407449780602003,-0.6681765511169787,46,0.34782608695652173,0.5656554237016407,-0.2701039311063545,27,0.18518518518518517,-0.47886010558766023,-0.6681765511169787,42,30,0.18518642285708342,-0.29536614896324564
TECO2_MEP,EMA_12_26,30,0.2,-0.7304053788084943,-0.754888484518266,20,0.15,-0.766186160352947,-0.754888484518266,10,0.3,0.15303106778651054,-0.2656187565575068,23,7,-0.7441811757341494,0.053849817210241735
TECO2_MEP,SMA_10_50_100,16,0.25,-0.5682161753274156,-0.5135852034631609,11,0.18181818181818182,-0.60616349506632,-0.5135852034631609,5,0.4,0.09635297709463075,-0.36944224916310736,8,8,-0.5272699537429161,-0.0866164990118522
TECO2_MEP,B&H,1,1.0,0.5874025974025974,0.0,1,0.0,-0.0944155844155845,-0.0944155844155845,1,1.0,0.7856204379562042,0.0,0,0,,
TGSU2_BA,HMA16,86,0.47674418604651164,5.238880020247629,-0.3253972887865995,59,0.5254237288135594,4.208323867812373,-0.3253972887865995,27,0.37037037037037035,0.19786714086735824,-0.2877564898955407,51,34,2.083031557470859,0.8067127784894585
TGSU2_BA,EMA_12_26,43,0.4883720930232558,5.799191011170886,-0.36272610838945835,30,0.5666666666666667,6.842428797049302,-0.18318197677637577,13,0.3076923076923077,-0.1330248336167149,-0.3627261083894585,21,22,1.5355988668819855,1.6814931572878558
TGSU2_BA,SMA_10_50_100,32,0.5625,6.2125388272844555,-0.4583321140190112,23,0.6521739130434783,8.177988257448398,-0.22338912133891206,9,0.3333333333333333,-0.21414817441816658,-0.4583321140190113,18,14,0.7163793285382547,3.202182295813931
TGSU2_BA,B&H,1,1.0,70.18609438567941,0.0,1,1.0,39.63279902359642,0.0,1,1.0,0.729562624254473,0.0,0,0,,
TGSU2_MEP,HMA16,85,0.3764705882352941,-0.42991224584442067,-0.6345555101755224,58,0.43103448275862066,-0.005104251479757016,-0.44747269895085307,27,0.25925925925925924,-0.42698744566604185,-0.6345555101755221,48,36,-0.5026424624496572,0.08625319718916691
TGSU2_MEP,EMA_12_26,40,0.375,-0.3047252567189479,-0.6486976465099868,27,0.4444444444444444,0.13878972303706605,-0.45024489927500044,13,0.23076923076923078,-0.38946169848915846,-0.5683123659682411,18,22,0.17188903373390985,-0.40670599069798774
TGSU2_MEP,SMA_10_50_100,24,0.5,-0.3337320448358856,-0.3384514479418475,16,0.625,-0.27333127243516664,-0.33533692666731785,8,0.25,-0.08312009325505187,-0.33845144794184734,12,12,-0.15376059558302302,-0.21267202674975294
TGSU2_MEP,B&H,1,1.0,5.12,0.0,1,1.0,2.89,0.0,1,1.0,0.5577749360613811,0.0,0,0,,
YPFD_BA,HMA16,90,0.4444444444444444,11.033681472496172,-0.6093706009572529,63,0.4603174603174603,4.720416875270544,-0.6093706009572529,27,0.4074074074074074,1.1036371535294864,-0.2925310548554446,44,46,0.8691976296810326,5.437886118307164
YPFD_BA,EMA_12_26,43,0.4883720930232558,11.176727681087606,-0.38093164322420653,32,0.5,5.385953446692681,-0.26390523580155745,11,0.45454545454545453,0.9067986922757778,-0.38093164322420664,25,18,2.8153600851836074,2.1915015645244464
YPFD_BA,SMA_10_50_100,33,0.5757575757575758,14.715693368650868,-0.443545527594988,24,0.625,14.089474108888862,-0.1846876762187319,9,0.4444444444444444,0.04150040321107795,-0.443545527594988,20,13,3.5261018813649576,2.472235884339267
YPFD_BA,B&H,1,1.0,97.3258547655068,0.0,1,1.0,45.321316187594554,0.0,1,1.0,1.1476763485477177,0.0,0,0,,
YPFD_MEP,HMA16,82,0.34146341463414637,0.38977904966902077,-0.5405822896484523,59,0.3389830508474576,0.2199017101726708,-0.5405822896484523,23,0.34782608695652173,0.13925494003308247,-0.4845216490087922,42,39,0.08966660554004524,0.30753385194803196
YPFD_MEP,EMA_12_26,40,0.4,2.0446699661491423,-0.33964768678689233,29,0.3793103448275862,0.619694693534844,-0.33964768678689233,11,0.45454545454545453,0.8797801698691816,-0.31333217546646974,24,16,4.845980948472587,-0.47918578712702764
YPFD_MEP,SMA_10_50_100,24,0.5416666666666666,1.0344763675416235,-0.37198712880270424,16,0.5625,0.26480933546757557,-0.30032636215646835,8,0.5,0.6085241549782812,-0.37198712880270435,16,8,1.1312180653911237,-0.04539267915399625
YPFD_MEP,B&H,1,1.0,7.49186567164179,0.0,1,1.0,3.45455223880597,0.0,1,1.0,0.9341126279863481,0.0,0,0,,
