date,close,source
2020-09-14,7.099999904632568,yfinance
2020-09-15,7.599999904632568,yfinance
2020-09-16,7.260000228881836,yfinance
2020-09-17,7.349999904632568,yfinance
2020-09-18,7.179999828338623,yfinance
2020-09-21,7.090000152587891,yfinance
2020-09-22,6.739999771118164,yfinance
2020-09-23,6.650000095367432,yfinance
2020-09-24,6.860000133514404,yfinance
2020-09-25,6.730000019073486,yfinance
2020-09-28,6.650000095367432,yfinance
2020-09-29,6.46999979019165,yfinance
2020-09-30,6.539999961853027,yfinance
2020-10-01,6.610000133514404,yfinance
2020-10-02,6.670000076293945,yfinance
2020-10-05,6.829999923706055,yfinance
2020-10-06,7.039999961853027,yfinance
2020-10-07,7.03000020980835,yfinance
2020-10-08,7.340000152587891,yfinance
2020-10-09,7.360000133514404,yfinance
2020-10-12,7.289999961853027,yfinance
2020-10-13,7.380000114440918,yfinance
2020-10-14,7.340000152587891,yfinance
2020-10-15,7.210000038146973,yfinance
2020-10-16,7.25,yfinance
2020-10-19,7.480000019073486,yfinance
2020-10-20,7.679999828338623,yfinance
2020-10-21,7.510000228881836,yfinance
2020-10-22,7.489999771118164,yfinance
2020-10-23,7.440000057220459,yfinance
2020-10-26,7.199999809265137,yfinance
2020-10-27,6.760000228881836,yfinance
2020-10-28,6.559999942779541,yfinance
2020-10-29,6.420000076293945,yfinance
2020-10-30,6.409999847412109,yfinance
2020-11-02,6.539999961853027,yfinance
2020-11-03,6.559999942779541,yfinance
2020-11-04,6.449999809265137,yfinance
2020-11-05,6.710000038146973,yfinance
2020-11-06,6.769999980926514,yfinance
2020-11-09,7.21999979019165,yfinance
2020-11-10,7.429999828338623,yfinance
2020-11-11,7.269999980926514,yfinance
2020-11-12,6.789999961853027,yfinance
2020-11-13,6.960000038146973,yfinance
2020-11-16,6.96999979019165,yfinance
2020-11-17,7.03000020980835,yfinance
2020-11-18,7.320000171661377,yfinance
2020-11-19,7.429999828338623,yfinance
2020-11-20,7.099999904632568,yfinance
2020-11-23,7.420000076293945,yfinance
2020-11-24,7.960000038146973,yfinance
2020-11-25,8.199999809265137,yfinance
2020-11-27,8.229999542236328,yfinance
2020-11-30,8.430000305175781,yfinance
2020-12-01,8.399999618530273,yfinance
2020-12-02,8.729999542236328,yfinance
2020-12-03,9.119999885559082,yfinance
2020-12-04,8.920000076293945,yfinance
2020-12-07,8.930000305175781,yfinance
2020-12-08,8.619999885559082,yfinance
2020-12-09,8.25,yfinance
2020-12-10,8.430000305175781,yfinance
2020-12-11,8.640000343322754,yfinance
2020-12-14,8.119999885559082,yfinance
2020-12-15,8.0600004196167,yfinance
2020-12-16,7.989999771118164,yfinance
2020-12-17,7.570000171661377,yfinance
2020-12-18,7.739999771118164,yfinance
2020-12-21,7.260000228881836,yfinance
2020-12-22,6.949999809265137,yfinance
2020-12-23,6.710000038146973,yfinance
2020-12-24,6.670000076293945,yfinance
2020-12-28,6.53000020980835,yfinance
2020-12-29,6.71999979019165,yfinance
2020-12-30,6.75,yfinance
2020-12-31,6.559999942779541,yfinance
2021-01-04,6.340000152587891,yfinance
2021-01-05,6.46999979019165,yfinance
2021-01-06,6.349999904632568,yfinance
2021-01-07,6.659999847412109,yfinance
2021-01-08,6.639999866485596,yfinance
2021-01-11,6.539999961853027,yfinance
2021-01-12,6.599999904632568,yfinance
2021-01-13,6.559999942779541,yfinance
2021-01-14,6.670000076293945,yfinance
2021-01-15,6.559999942779541,yfinance
2021-01-19,6.570000171661377,yfinance
2021-01-20,6.559999942779541,yfinance
2021-01-21,6.429999828338623,yfinance
2021-01-22,6.28000020980835,yfinance
2021-01-25,6.519999980926514,yfinance
2021-01-26,6.429999828338623,yfinance
2021-01-27,6.519999980926514,yfinance
2021-01-28,6.570000171661377,yfinance
2021-01-29,6.480000019073486,yfinance
2021-02-01,6.489999771118164,yfinance
2021-02-02,6.760000228881836,yfinance
2021-02-03,6.570000171661377,yfinance
2021-02-04,6.570000171661377,yfinance
2021-02-05,6.550000190734863,yfinance
2021-02-08,6.590000152587891,yfinance
2021-02-09,6.570000171661377,yfinance
2021-02-10,6.539999961853027,yfinance
2021-02-11,6.46999979019165,yfinance
2021-02-12,6.539999961853027,yfinance
2021-02-16,6.489999771118164,yfinance
2021-02-17,6.420000076293945,yfinance
2021-02-18,6.329999923706055,yfinance
2021-02-19,6.150000095367432,yfinance
2021-02-22,5.849999904632568,yfinance
2021-02-23,5.920000076293945,yfinance
2021-02-24,6.119999885559082,yfinance
2021-02-25,5.829999923706055,yfinance
2021-02-26,5.960000038146973,yfinance
2021-03-01,5.820000171661377,yfinance
2021-03-02,5.670000076293945,yfinance
2021-03-03,5.559999942779541,yfinance
2021-03-04,5.559999942779541,yfinance
2021-03-05,5.460000038146973,yfinance
2021-03-08,5.349999904632568,yfinance
2021-03-09,5.389999866485596,yfinance
2021-03-10,5.670000076293945,yfinance
2021-03-11,5.809999942779541,yfinance
2021-03-12,5.739999771118164,yfinance
2021-03-15,5.900000095367432,yfinance
2021-03-16,5.739999771118164,yfinance
2021-03-17,5.880000114440918,yfinance
2021-03-18,5.739999771118164,yfinance
2021-03-19,5.900000095367432,yfinance
2021-03-22,5.840000152587891,yfinance
2021-03-23,5.659999847412109,yfinance
2021-03-24,5.46999979019165,yfinance
2021-03-25,5.610000133514404,yfinance
2021-03-26,5.400000095367432,yfinance
2021-03-29,5.380000114440918,yfinance
2021-03-30,5.409999847412109,yfinance
2021-03-31,5.519999980926514,yfinance
2021-04-01,5.559999942779541,yfinance
2021-04-05,5.53000020980835,yfinance
2021-04-06,5.75,yfinance
2021-04-07,5.679999828338623,yfinance
2021-04-08,5.590000152587891,yfinance
2021-04-09,5.25,yfinance
2021-04-12,5.099999904632568,yfinance
2021-04-13,4.980000019073486,yfinance
2021-04-14,5.059999942779541,yfinance
2021-04-15,4.980000019073486,yfinance
2021-04-16,4.909999847412109,yfinance
2021-04-19,4.860000133514404,yfinance
2021-04-20,4.619999885559082,yfinance
2021-04-21,4.670000076293945,yfinance
2021-04-22,4.630000114440918,yfinance
2021-04-23,4.460000038146973,yfinance
2021-04-26,4.400000095367432,yfinance
2021-04-27,4.400000095367432,yfinance
2021-04-28,4.71999979019165,yfinance
2021-04-29,4.610000133514404,yfinance
2021-04-30,4.630000114440918,yfinance
2021-05-03,4.679999828338623,yfinance
2021-05-04,4.5,yfinance
2021-05-05,4.559999942779541,yfinance
2021-05-06,4.510000228881836,yfinance
2021-05-07,4.679999828338623,yfinance
2021-05-10,4.650000095367432,yfinance
2021-05-11,4.730000019073486,yfinance
2021-05-12,4.849999904632568,yfinance
2021-05-13,4.929999828338623,yfinance
2021-05-14,5.150000095367432,yfinance
2021-05-17,5.119999885559082,yfinance
2021-05-18,5.409999847412109,yfinance
2021-05-19,5.349999904632568,yfinance
2021-05-20,5.25,yfinance
2021-05-21,5.170000076293945,yfinance
2021-05-24,4.949999809265137,yfinance
2021-05-25,4.940000057220459,yfinance
2021-05-26,5.130000114440918,yfinance
2021-05-27,5.579999923706055,yfinance
2021-05-28,5.739999771118164,yfinance
2021-06-01,5.670000076293945,yfinance
2021-06-02,5.730000019073486,yfinance
2021-06-03,5.559999942779541,yfinance
2021-06-04,5.78000020980835,yfinance
2021-06-07,6.210000038146973,yfinance
2021-06-08,6.230000019073486,yfinance
2021-06-09,6.519999980926514,yfinance
2021-06-10,6.46999979019165,yfinance
2021-06-11,6.119999885559082,yfinance
2021-06-14,6.110000133514404,yfinance
2021-06-15,6.019999980926514,yfinance
2021-06-16,6.059999942779541,yfinance
2021-06-17,5.829999923706055,yfinance
2021-06-18,5.519999980926514,yfinance
2021-06-21,5.5,yfinance
2021-06-22,5.400000095367432,yfinance
2021-06-23,5.610000133514404,yfinance
2021-06-24,5.579999923706055,yfinance
2021-06-25,5.539999961853027,yfinance
2021-06-28,5.360000133514404,yfinance
2021-06-29,5.400000095367432,yfinance
2021-06-30,5.320000171661377,yfinance
2021-07-01,5.039999961853027,yfinance
2021-07-02,5.050000190734863,yfinance
2021-07-06,4.96999979019165,yfinance
2021-07-07,4.989999771118164,yfinance
2021-07-08,4.929999828338623,yfinance
2021-07-09,4.909999847412109,yfinance
2021-07-12,5.070000171661377,yfinance
2021-07-13,5.010000228881836,yfinance
2021-07-14,5.0,yfinance
2021-07-15,5.099999904632568,yfinance
2021-07-16,5.110000133514404,yfinance
2021-07-19,4.96999979019165,yfinance
2021-07-20,5.0,yfinance
2021-07-21,5.170000076293945,yfinance
2021-07-22,5.099999904632568,yfinance
2021-07-23,5.050000190734863,yfinance
2021-07-26,5.059999942779541,yfinance
2021-07-27,5.079999923706055,yfinance
2021-07-28,5.090000152587891,yfinance
2021-07-29,5.059999942779541,yfinance
2021-07-30,5.019999980926514,yfinance
2021-08-02,5.050000190734863,yfinance
2021-08-03,5.050000190734863,yfinance
2021-08-04,5.050000190734863,yfinance
2021-08-05,5.130000114440918,yfinance
2021-08-06,5.309999942779541,yfinance
2021-08-09,5.130000114440918,yfinance
2021-08-10,5.070000171661377,yfinance
2021-08-11,5.050000190734863,yfinance
2021-08-12,5.190000057220459,yfinance
2021-08-13,5.269999980926514,yfinance
2021-08-16,5.130000114440918,yfinance
2021-08-17,5.210000038146973,yfinance
2021-08-18,5.269999980926514,yfinance
2021-08-19,5.090000152587891,yfinance
2021-08-20,5.25,yfinance
2021-08-23,5.360000133514404,yfinance
2021-08-24,5.46999979019165,yfinance
2021-08-25,5.570000171661377,yfinance
2021-08-26,5.570000171661377,yfinance
2021-08-27,5.590000152587891,yfinance
2021-08-30,5.800000190734863,yfinance
2021-08-31,5.610000133514404,yfinance
2021-09-01,5.559999942779541,yfinance
2021-09-02,5.269999980926514,yfinance
2021-09-03,5.130000114440918,yfinance
2021-09-07,5.289999961853027,yfinance
2021-09-08,5.25,yfinance
2021-09-09,5.139999866485596,yfinance
2021-09-10,5.059999942779541,yfinance
2021-09-13,5.289999961853027,yfinance
2021-09-14,5.349999904632568,yfinance
2021-09-15,5.260000228881836,yfinance
2021-09-16,5.329999923706055,yfinance
2021-09-17,5.059999942779541,yfinance
2021-09-20,4.980000019073486,yfinance
2021-09-21,4.980000019073486,yfinance
2021-09-22,4.989999771118164,yfinance
2021-09-23,4.980000019073486,yfinance
2021-09-24,4.920000076293945,yfinance
2021-09-27,4.940000057220459,yfinance
2021-09-28,4.909999847412109,yfinance
2021-09-29,4.949999809265137,yfinance
2021-09-30,4.949999809265137,yfinance
2021-10-01,5.0,yfinance
2021-10-04,4.949999809265137,yfinance
2021-10-05,5.050000190734863,yfinance
2021-10-06,4.949999809265137,yfinance
2021-10-07,5.0,yfinance
2021-10-08,5.019999980926514,yfinance
2021-10-11,4.989999771118164,yfinance
2021-10-12,5.050000190734863,yfinance
2021-10-13,5.019999980926514,yfinance
2021-10-14,5.199999809265137,yfinance
2021-10-15,5.150000095367432,yfinance
2021-10-18,5.090000152587891,yfinance
2021-10-19,5.239999771118164,yfinance
2021-10-20,5.349999904632568,yfinance
2021-10-21,5.28000020980835,yfinance
2021-10-22,5.230000019073486,yfinance
2021-10-25,5.309999942779541,yfinance
2021-10-26,5.400000095367432,yfinance
2021-10-27,5.199999809265137,yfinance
2021-10-28,5.130000114440918,yfinance
2021-10-29,5.050000190734863,yfinance
2021-11-01,5.099999904632568,yfinance
2021-11-02,5.050000190734863,yfinance
2021-11-03,5.130000114440918,yfinance
2021-11-04,5.050000190734863,yfinance
2021-11-05,5.090000152587891,yfinance
2021-11-08,5.289999961853027,yfinance
2021-11-09,5.349999904632568,yfinance
